Classifier,Test Object Images,Ground Truth,Selected by Classifier,True Positive,True Negative,False Positive,False Negative,Accuracy,Precision,Recall,F1-Score
 ,,,,,,,,,,,
on,corn/corn_3 (nan)      ,corn/corn_3 (nan) corn/corn_3 (nan) ,corn/corn_3 (nan) ,1.0,-1.0,0.0,1.0,0.0,1.0,0.5,0.666666666667
on,corn/corn_3 (nan)      corn/corn_3 (nan)      corn/corn_3 (nan)      ,corn/corn_3 (nan) corn/corn_3 (nan) corn/corn_3 (nan) ,corn/corn_3 (nan) corn/corn_3 (nan) corn/corn_3 (nan) ,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
on,corn/corn_3 (nan)      corn/corn_3 (nan)      ,corn/corn_3 (nan) corn/corn_3 (nan) corn/corn_3 (nan) ,corn/corn_3 (nan) corn/corn_3 (nan) ,2.0,-1.0,0.0,1.0,0.5,1.0,0.666666666667,0.8
on,corn/corn_3 (nan)      corn/corn_3 (nan)      corn/corn_3 (nan)      ,corn/corn_3 (nan) corn/corn_3 (nan) corn/corn_3 (nan) ,corn/corn_3 (nan) corn/corn_3 (nan) corn/corn_3 (nan) ,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
on,corn/corn_3 (nan)      corn/corn_3 (nan)      ,corn/corn_3 (nan) corn/corn_3 (nan) corn/corn_3 (nan) ,corn/corn_3 (nan) corn/corn_3 (nan) ,2.0,-1.0,0.0,1.0,0.5,1.0,0.666666666667,0.8
on,corn/corn_3 (nan)      corn/corn_3 (nan)      ,corn/corn_3 (nan) corn/corn_3 (nan) ,corn/corn_3 (nan) corn/corn_3 (nan) ,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
on,corn/corn_3 (nan)      corn/corn_3 (nan)      corn/corn_3 (nan)      ,corn/corn_3 (nan) corn/corn_3 (nan) corn/corn_3 (nan) ,corn/corn_3 (nan) corn/corn_3 (nan) corn/corn_3 (nan) ,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
on,corn/corn_3 (nan)      corn/corn_3 (nan)      corn/corn_3 (nan)      ,corn/corn_3 (nan) corn/corn_3 (nan) corn/corn_3 (nan) ,corn/corn_3 (nan) corn/corn_3 (nan) corn/corn_3 (nan) ,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
on,corn/corn_3 (nan)      corn/corn_3 (nan)      ,corn/corn_3 (nan) corn/corn_3 (nan) corn/corn_3 (nan) ,corn/corn_3 (nan) corn/corn_3 (nan) ,2.0,-1.0,0.0,1.0,0.5,1.0,0.666666666667,0.8
on,corn/corn_3 (nan)      ,corn/corn_3 (nan) corn/corn_3 (nan) ,corn/corn_3 (nan) ,1.0,-1.0,0.0,1.0,0.0,1.0,0.5,0.666666666667
Total - on,,,,,,,,0.65,1.0,0.8,0.8733333333333333
 ,,,,,,,,,,,
cube,cube/cube_3 (nan)      banana/banana_1 (nan)      banana/banana_1 (nan)      ,cube/cube_3 (nan) ,cube/cube_3 (nan) ,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
cube,cube/cube_3 (nan)      cube/cube_3 (nan)      banana/banana_1 (nan)      cube/cube_3 (nan)      ,cube/cube_3 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,cube/cube_3 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
cube,cube/cube_3 (nan)      banana/banana_1 (nan)      ,cube/cube_3 (nan) ,cube/cube_3 (nan) ,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
cube,banana/banana_1 (nan)      banana/banana_1 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      ,cube/cube_3 (nan) cube/cube_3 (nan) ,cube/cube_3 (nan) cube/cube_3 (nan) ,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
cube,cube/cube_3 (nan)      banana/banana_1 (nan)      banana/banana_1 (nan)      banana/banana_1 (nan)      ,cube/cube_3 (nan) ,cube/cube_3 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
cube,cube/cube_3 (nan)      banana/banana_1 (nan)      cube/cube_3 (nan)      banana/banana_1 (nan)      ,cube/cube_3 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,cube/cube_3 (nan) cube/cube_3 (nan) ,2.0,1.0,0.0,1.0,0.75,1.0,0.666666666667,0.8
cube,cube/cube_3 (nan)      banana/banana_1 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      ,cube/cube_3 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,cube/cube_3 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
cube,cube/cube_3 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      banana/banana_1 (nan)      ,cube/cube_3 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,cube/cube_3 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
cube,cube/cube_3 (nan)      banana/banana_1 (nan)      banana/banana_1 (nan)      cube/cube_3 (nan)      ,cube/cube_3 (nan) cube/cube_3 (nan) ,cube/cube_3 (nan) cube/cube_3 (nan) ,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
cube,cube/cube_3 (nan)      banana/banana_1 (nan)      cube/cube_3 (nan)      banana/banana_1 (nan)      cube/cube_3 (nan)      ,cube/cube_3 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,cube/cube_3 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,3.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
Total - cube,,,,,,,,0.975,1.0,0.9666666666666666,0.9800000000000001
 ,,,,,,,,,,,
corn,cube/cube_3 (nan)      corn/corn_3 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      ,corn/corn_3 (nan) ,cube/cube_3 (nan) corn/corn_3 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,1.0,0.0,3.0,0.0,0.25,0.25,1.0,0.4
corn,corn/corn_3 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      ,corn/corn_3 (nan) corn/corn_3 (nan) ,corn/corn_3 (nan) cube/cube_3 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,1.0,-1.0,3.0,1.0,0.0,0.25,0.5,0.333333333333
corn,corn/corn_3 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      corn/corn_3 (nan)      ,corn/corn_3 (nan) corn/corn_3 (nan) ,corn/corn_3 (nan) corn/corn_3 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,2.0,0.0,2.0,0.0,0.5,0.5,1.0,0.666666666667
corn,cube/cube_3 (nan)      corn/corn_3 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      corn/corn_3 (nan)      ,corn/corn_3 (nan) corn/corn_3 (nan) corn/corn_3 (nan) ,cube/cube_3 (nan) corn/corn_3 (nan) cube/cube_3 (nan) cube/cube_3 (nan) corn/corn_3 (nan) ,2.0,-1.0,3.0,1.0,0.2,0.4,0.666666666667,0.5
corn,corn/corn_3 (nan)      corn/corn_3 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      ,corn/corn_3 (nan) corn/corn_3 (nan) corn/corn_3 (nan) ,corn/corn_3 (nan) cube/cube_3 (nan) corn/corn_3 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,2.0,-1.0,3.0,1.0,0.2,0.4,0.666666666667,0.5
corn,cube/cube_3 (nan)      corn/corn_3 (nan)      cube/cube_3 (nan)      ,corn/corn_3 (nan) ,cube/cube_3 (nan) corn/corn_3 (nan) cube/cube_3 (nan) ,1.0,0.0,2.0,0.0,0.333333333333,0.333333333333,1.0,0.5
corn,cube/cube_3 (nan)      corn/corn_3 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      ,corn/corn_3 (nan) corn/corn_3 (nan) ,cube/cube_3 (nan) corn/corn_3 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,1.0,-1.0,3.0,1.0,0.0,0.25,0.5,0.333333333333
corn,cube/cube_3 (nan)      cube/cube_3 (nan)      corn/corn_3 (nan)      cube/cube_3 (nan)      corn/corn_3 (nan)      ,corn/corn_3 (nan) corn/corn_3 (nan) ,cube/cube_3 (nan) corn/corn_3 (nan) corn/corn_3 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,2.0,0.0,3.0,0.0,0.4,0.4,1.0,0.571428571429
corn,corn/corn_3 (nan)      corn/corn_3 (nan)      cube/cube_3 (nan)      ,corn/corn_3 (nan) corn/corn_3 (nan) corn/corn_3 (nan) ,corn/corn_3 (nan) corn/corn_3 (nan) cube/cube_3 (nan) ,2.0,-1.0,1.0,1.0,0.333333333333,0.666666666667,0.666666666667,0.666666666667
corn,cube/cube_3 (nan)      cube/cube_3 (nan)      corn/corn_3 (nan)      cube/cube_3 (nan)      corn/corn_3 (nan)      ,corn/corn_3 (nan) corn/corn_3 (nan) ,cube/cube_3 (nan) corn/corn_3 (nan) corn/corn_3 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,2.0,0.0,3.0,0.0,0.4,0.4,1.0,0.571428571429
Total - corn,,,,,,,,0.26166666666666666,0.38499999999999995,0.8,0.5042857142857142
 ,,,,,,,,,,,
yellow,cube/cube_3 (nan)      banana/banana_1 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      ,banana/banana_1 (nan) ,banana/banana_1 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
yellow,banana/banana_1 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      ,banana/banana_1 (nan) banana/banana_1 (nan) ,banana/banana_1 (nan) ,1.0,1.0,0.0,1.0,0.666666666667,1.0,0.5,0.666666666667
yellow,banana/banana_1 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      banana/banana_1 (nan)      ,banana/banana_1 (nan) banana/banana_1 (nan) banana/banana_1 (nan) ,banana/banana_1 (nan) banana/banana_1 (nan) ,2.0,1.0,0.0,1.0,0.75,1.0,0.666666666667,0.8
yellow,cube/cube_3 (nan)      banana/banana_1 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      ,banana/banana_1 (nan) ,banana/banana_1 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
yellow,cube/cube_3 (nan)      banana/banana_1 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      ,banana/banana_1 (nan) ,banana/banana_1 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
yellow,cube/cube_3 (nan)      banana/banana_1 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      ,banana/banana_1 (nan) ,banana/banana_1 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
yellow,cube/cube_3 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      banana/banana_1 (nan)      ,banana/banana_1 (nan) ,banana/banana_1 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
yellow,cube/cube_3 (nan)      cube/cube_3 (nan)      banana/banana_1 (nan)      ,banana/banana_1 (nan) ,banana/banana_1 (nan) ,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
yellow,banana/banana_1 (nan)      cube/cube_3 (nan)      banana/banana_1 (nan)      ,banana/banana_1 (nan) banana/banana_1 (nan) banana/banana_1 (nan) ,banana/banana_1 (nan) banana/banana_1 (nan) ,2.0,0.0,0.0,1.0,0.666666666667,1.0,0.666666666667,0.8
yellow,cube/cube_3 (nan)      banana/banana_1 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      ,banana/banana_1 (nan) banana/banana_1 (nan) ,banana/banana_1 (nan) ,1.0,2.0,0.0,1.0,0.75,1.0,0.5,0.666666666667
Total - yellow,,,,,,,,0.8833333333333332,1.0,0.8333333333333333,0.8933333333333333
 ,,,,,,,,,,,
an,cube/cube_3 (nan)      corn/corn_3 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      corn/corn_3 (nan)      ,corn/corn_3 (nan) corn/corn_3 (nan) ,cube/cube_3 (nan) corn/corn_3 (nan) corn/corn_3 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,2.0,0.0,3.0,0.0,0.4,0.4,1.0,0.571428571429
an,cube/cube_3 (nan)      cube/cube_3 (nan)      corn/corn_3 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      ,corn/corn_3 (nan) ,cube/cube_3 (nan) cube/cube_3 (nan) corn/corn_3 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,1.0,0.0,4.0,0.0,0.2,0.2,1.0,0.333333333333
an,cube/cube_3 (nan)      corn/corn_3 (nan)      corn/corn_3 (nan)      ,corn/corn_3 (nan) corn/corn_3 (nan) corn/corn_3 (nan) ,corn/corn_3 (nan) corn/corn_3 (nan) cube/cube_3 (nan) ,2.0,-1.0,1.0,1.0,0.333333333333,0.666666666667,0.666666666667,0.666666666667
an,cube/cube_3 (nan)      corn/corn_3 (nan)      cube/cube_3 (nan)      corn/corn_3 (nan)      ,corn/corn_3 (nan) corn/corn_3 (nan) corn/corn_3 (nan) ,cube/cube_3 (nan) corn/corn_3 (nan) corn/corn_3 (nan) cube/cube_3 (nan) ,2.0,-1.0,2.0,1.0,0.25,0.5,0.666666666667,0.571428571429
an,cube/cube_3 (nan)      corn/corn_3 (nan)      cube/cube_3 (nan)      ,corn/corn_3 (nan) ,cube/cube_3 (nan) corn/corn_3 (nan) cube/cube_3 (nan) ,1.0,0.0,2.0,0.0,0.333333333333,0.333333333333,1.0,0.5
an,cube/cube_3 (nan)      cube/cube_3 (nan)      corn/corn_3 (nan)      ,corn/corn_3 (nan) corn/corn_3 (nan) ,cube/cube_3 (nan) corn/corn_3 (nan) cube/cube_3 (nan) ,1.0,-1.0,2.0,1.0,0.0,0.333333333333,0.5,0.4
an,cube/cube_3 (nan)      corn/corn_3 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      ,corn/corn_3 (nan) ,cube/cube_3 (nan) corn/corn_3 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,1.0,0.0,3.0,0.0,0.25,0.25,1.0,0.4
an,cube/cube_3 (nan)      corn/corn_3 (nan)      corn/corn_3 (nan)      corn/corn_3 (nan)      ,corn/corn_3 (nan) corn/corn_3 (nan) corn/corn_3 (nan) ,cube/cube_3 (nan) corn/corn_3 (nan) corn/corn_3 (nan) corn/corn_3 (nan) ,3.0,0.0,1.0,0.0,0.75,0.75,1.0,0.857142857143
an,cube/cube_3 (nan)      corn/corn_3 (nan)      corn/corn_3 (nan)      corn/corn_3 (nan)      cube/cube_3 (nan)      ,corn/corn_3 (nan) corn/corn_3 (nan) corn/corn_3 (nan) ,cube/cube_3 (nan) corn/corn_3 (nan) corn/corn_3 (nan) corn/corn_3 (nan) cube/cube_3 (nan) ,3.0,0.0,2.0,0.0,0.6,0.6,1.0,0.75
an,corn/corn_3 (nan)      corn/corn_3 (nan)      corn/corn_3 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      ,corn/corn_3 (nan) corn/corn_3 (nan) corn/corn_3 (nan) ,corn/corn_3 (nan) corn/corn_3 (nan) corn/corn_3 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,3.0,0.0,2.0,0.0,0.6,0.6,1.0,0.75
Total - an,,,,,,,,0.3716666666666667,0.46333333333333326,0.8833333333333332,0.5800000000000001
 ,,,,,,,,,,,
cucumber,cube/cube_3 (nan)      cucumber/cucumber_1 (nan)      cube/cube_3 (nan)      cucumber/cucumber_1 (nan)      cube/cube_3 (nan)      ,cucumber/cucumber_1 (nan) cucumber/cucumber_1 (nan) cucumber/cucumber_1 (nan) ,cube/cube_3 (nan) cucumber/cucumber_1 (nan) cube/cube_3 (nan) cucumber/cucumber_1 (nan) cube/cube_3 (nan) ,2.0,-1.0,3.0,1.0,0.2,0.4,0.666666666667,0.5
cucumber,cube/cube_3 (nan)      cucumber/cucumber_1 (nan)      cucumber/cucumber_1 (nan)      cucumber/cucumber_1 (nan)      ,cucumber/cucumber_1 (nan) cucumber/cucumber_1 (nan) cucumber/cucumber_1 (nan) ,cube/cube_3 (nan) cucumber/cucumber_1 (nan) cucumber/cucumber_1 (nan) cucumber/cucumber_1 (nan) ,3.0,0.0,1.0,0.0,0.75,0.75,1.0,0.857142857143
cucumber,cube/cube_3 (nan)      cucumber/cucumber_1 (nan)      cucumber/cucumber_1 (nan)      cube/cube_3 (nan)      ,cucumber/cucumber_1 (nan) cucumber/cucumber_1 (nan) cucumber/cucumber_1 (nan) ,cube/cube_3 (nan) cucumber/cucumber_1 (nan) cucumber/cucumber_1 (nan) cube/cube_3 (nan) ,2.0,-1.0,2.0,1.0,0.25,0.5,0.666666666667,0.571428571429
cucumber,cucumber/cucumber_1 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      ,cucumber/cucumber_1 (nan) ,cucumber/cucumber_1 (nan) cube/cube_3 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,1.0,0.0,3.0,0.0,0.25,0.25,1.0,0.4
cucumber,cube/cube_3 (nan)      cucumber/cucumber_1 (nan)      cucumber/cucumber_1 (nan)      cube/cube_3 (nan)      ,cucumber/cucumber_1 (nan) cucumber/cucumber_1 (nan) ,cube/cube_3 (nan) cucumber/cucumber_1 (nan) cucumber/cucumber_1 (nan) cube/cube_3 (nan) ,2.0,0.0,2.0,0.0,0.5,0.5,1.0,0.666666666667
cucumber,cube/cube_3 (nan)      cucumber/cucumber_1 (nan)      cube/cube_3 (nan)      cucumber/cucumber_1 (nan)      ,cucumber/cucumber_1 (nan) cucumber/cucumber_1 (nan) ,cube/cube_3 (nan) cucumber/cucumber_1 (nan) cube/cube_3 (nan) cucumber/cucumber_1 (nan) ,2.0,0.0,2.0,0.0,0.5,0.5,1.0,0.666666666667
cucumber,cube/cube_3 (nan)      cucumber/cucumber_1 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      ,cucumber/cucumber_1 (nan) ,cube/cube_3 (nan) cucumber/cucumber_1 (nan) cube/cube_3 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,1.0,0.0,4.0,0.0,0.2,0.2,1.0,0.333333333333
cucumber,cube/cube_3 (nan)      cucumber/cucumber_1 (nan)      cucumber/cucumber_1 (nan)      cube/cube_3 (nan)      ,cucumber/cucumber_1 (nan) cucumber/cucumber_1 (nan) ,cube/cube_3 (nan) cucumber/cucumber_1 (nan) cucumber/cucumber_1 (nan) cube/cube_3 (nan) ,2.0,0.0,2.0,0.0,0.5,0.5,1.0,0.666666666667
cucumber,cube/cube_3 (nan)      cube/cube_3 (nan)      cucumber/cucumber_1 (nan)      cube/cube_3 (nan)      cucumber/cucumber_1 (nan)      cube/cube_3 (nan)      ,cucumber/cucumber_1 (nan) cucumber/cucumber_1 (nan) ,cube/cube_3 (nan) cube/cube_3 (nan) cucumber/cucumber_1 (nan) cube/cube_3 (nan) cucumber/cucumber_1 (nan) cube/cube_3 (nan) ,2.0,0.0,4.0,0.0,0.333333333333,0.333333333333,1.0,0.5
