Classifier,Test Object Images,Ground Truth,Selected by Classifier,True Positive,True Negative,False Positive,False Negative,Accuracy,Precision,Recall,F1-Score
 ,,,,,,,,,,,
on,corn/corn_3 (nan)      corn/corn_3 (nan)      corn/corn_3 (nan)      ,corn/corn_3 (nan) corn/corn_3 (nan) corn/corn_3 (nan) ,corn/corn_3 (nan) corn/corn_3 (nan) corn/corn_3 (nan) ,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
on,corn/corn_3 (nan)      ,corn/corn_3 (nan) ,corn/corn_3 (nan) ,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
on,corn/corn_3 (nan)      ,corn/corn_3 (nan) ,corn/corn_3 (nan) ,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
on,corn/corn_3 (nan)      corn/corn_3 (nan)      corn/corn_3 (nan)      ,corn/corn_3 (nan) corn/corn_3 (nan) corn/corn_3 (nan) ,corn/corn_3 (nan) corn/corn_3 (nan) corn/corn_3 (nan) ,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
on,corn/corn_3 (nan)      ,corn/corn_3 (nan) ,corn/corn_3 (nan) ,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
on,corn/corn_3 (nan)      ,corn/corn_3 (nan) ,corn/corn_3 (nan) ,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
on,corn/corn_3 (nan)      ,corn/corn_3 (nan) ,corn/corn_3 (nan) ,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
on,corn/corn_3 (nan)      corn/corn_3 (nan)      ,corn/corn_3 (nan) corn/corn_3 (nan) ,corn/corn_3 (nan) corn/corn_3 (nan) ,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
on,corn/corn_3 (nan)      ,corn/corn_3 (nan) corn/corn_3 (nan) ,corn/corn_3 (nan) ,1.0,-1.0,0.0,1.0,0.0,1.0,0.5,0.666666666667
on,corn/corn_3 (nan)      corn/corn_3 (nan)      ,corn/corn_3 (nan) corn/corn_3 (nan) ,corn/corn_3 (nan) corn/corn_3 (nan) ,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Total - on,,,,,,,,0.9,1.0,0.95,0.9666666666666666
 ,,,,,,,,,,,
cube,banana/banana_1 (nan)      banana/banana_1 (nan)      cube/cube_3 (nan)      ,cube/cube_3 (nan) ,banana/banana_1 (nan) banana/banana_1 (nan) cube/cube_3 (nan) ,1.0,0.0,2.0,0.0,0.333333333333,0.333333333333,1.0,0.5
cube,banana/banana_1 (nan)      banana/banana_1 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      ,cube/cube_3 (nan) cube/cube_3 (nan) ,banana/banana_1 (nan) banana/banana_1 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,2.0,0.0,2.0,0.0,0.5,0.5,1.0,0.666666666667
cube,cube/cube_3 (nan)      cube/cube_3 (nan)      banana/banana_1 (nan)      cube/cube_3 (nan)      banana/banana_1 (nan)      ,cube/cube_3 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,cube/cube_3 (nan) cube/cube_3 (nan) cube/cube_3 (nan) banana/banana_1 (nan) ,3.0,1.0,1.0,0.0,0.8,0.75,1.0,0.857142857143
cube,cube/cube_3 (nan)      banana/banana_1 (nan)      cube/cube_3 (nan)      ,cube/cube_3 (nan) cube/cube_3 (nan) ,cube/cube_3 (nan) banana/banana_1 (nan) cube/cube_3 (nan) ,2.0,0.0,1.0,0.0,0.666666666667,0.666666666667,1.0,0.8
cube,cube/cube_3 (nan)      cube/cube_3 (nan)      banana/banana_1 (nan)      ,cube/cube_3 (nan) cube/cube_3 (nan) ,cube/cube_3 (nan) cube/cube_3 (nan) ,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
cube,cube/cube_3 (nan)      banana/banana_1 (nan)      cube/cube_3 (nan)      banana/banana_1 (nan)      ,cube/cube_3 (nan) cube/cube_3 (nan) ,cube/cube_3 (nan) cube/cube_3 (nan) banana/banana_1 (nan) ,2.0,1.0,1.0,0.0,0.75,0.666666666667,1.0,0.8
cube,cube/cube_3 (nan)      cube/cube_3 (nan)      banana/banana_1 (nan)      ,cube/cube_3 (nan) cube/cube_3 (nan) ,cube/cube_3 (nan) cube/cube_3 (nan) banana/banana_1 (nan) ,2.0,0.0,1.0,0.0,0.666666666667,0.666666666667,1.0,0.8
cube,banana/banana_1 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      banana/banana_1 (nan)      ,cube/cube_3 (nan) cube/cube_3 (nan) ,banana/banana_1 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,2.0,1.0,1.0,0.0,0.75,0.666666666667,1.0,0.8
cube,banana/banana_1 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      banana/banana_1 (nan)      ,cube/cube_3 (nan) cube/cube_3 (nan) ,banana/banana_1 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,2.0,1.0,1.0,0.0,0.75,0.666666666667,1.0,0.8
cube,cube/cube_3 (nan)      banana/banana_1 (nan)      banana/banana_1 (nan)      ,cube/cube_3 (nan) ,cube/cube_3 (nan) banana/banana_1 (nan) ,1.0,1.0,1.0,0.0,0.666666666667,0.5,1.0,0.666666666667
Total - cube,,,,,,,,0.6883333333333334,0.6416666666666667,1.0,0.7690476190476191
 ,,,,,,,,,,,
corn,cube/cube_3 (nan)      corn/corn_3 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      corn/corn_3 (nan)      ,corn/corn_3 (nan) corn/corn_3 (nan) corn/corn_3 (nan) ,corn/corn_3 (nan) corn/corn_3 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,2.0,0.0,2.0,1.0,0.4,0.5,0.666666666667,0.571428571429
corn,cube/cube_3 (nan)      corn/corn_3 (nan)      cube/cube_3 (nan)      ,corn/corn_3 (nan) corn/corn_3 (nan) ,cube/cube_3 (nan) corn/corn_3 (nan) cube/cube_3 (nan) ,1.0,-1.0,2.0,1.0,0.0,0.333333333333,0.5,0.4
corn,cube/cube_3 (nan)      cube/cube_3 (nan)      corn/corn_3 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      ,corn/corn_3 (nan) ,cube/cube_3 (nan) corn/corn_3 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,1.0,1.0,3.0,0.0,0.4,0.25,1.0,0.4
corn,cube/cube_3 (nan)      cube/cube_3 (nan)      corn/corn_3 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      ,corn/corn_3 (nan) ,cube/cube_3 (nan) corn/corn_3 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,1.0,1.0,3.0,0.0,0.4,0.25,1.0,0.4
corn,cube/cube_3 (nan)      corn/corn_3 (nan)      corn/corn_3 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      ,corn/corn_3 (nan) corn/corn_3 (nan) ,corn/corn_3 (nan) corn/corn_3 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,2.0,1.0,2.0,0.0,0.6,0.5,1.0,0.666666666667
corn,corn/corn_3 (nan)      cube/cube_3 (nan)      corn/corn_3 (nan)      cube/cube_3 (nan)      ,corn/corn_3 (nan) corn/corn_3 (nan) corn/corn_3 (nan) ,corn/corn_3 (nan) cube/cube_3 (nan) corn/corn_3 (nan) cube/cube_3 (nan) ,2.0,-1.0,2.0,1.0,0.25,0.5,0.666666666667,0.571428571429
corn,corn/corn_3 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      ,corn/corn_3 (nan) ,corn/corn_3 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,1.0,0.0,2.0,0.0,0.333333333333,0.333333333333,1.0,0.5
corn,cube/cube_3 (nan)      cube/cube_3 (nan)      corn/corn_3 (nan)      corn/corn_3 (nan)      ,corn/corn_3 (nan) corn/corn_3 (nan) ,cube/cube_3 (nan) corn/corn_3 (nan) corn/corn_3 (nan) ,2.0,1.0,1.0,0.0,0.75,0.666666666667,1.0,0.8
corn,cube/cube_3 (nan)      corn/corn_3 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      ,corn/corn_3 (nan) ,corn/corn_3 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,1.0,1.0,2.0,0.0,0.5,0.333333333333,1.0,0.5
corn,cube/cube_3 (nan)      corn/corn_3 (nan)      cube/cube_3 (nan)      corn/corn_3 (nan)      ,corn/corn_3 (nan) corn/corn_3 (nan) ,corn/corn_3 (nan) corn/corn_3 (nan) cube/cube_3 (nan) ,2.0,1.0,1.0,0.0,0.75,0.666666666667,1.0,0.8
Total - corn,,,,,,,,0.4383333333333333,0.4333333333333333,0.8833333333333332,0.5609523809523809
 ,,,,,,,,,,,
yellow,cube/cube_3 (nan)      cube/cube_3 (nan)      banana/banana_1 (nan)      ,banana/banana_1 (nan) banana/banana_1 (nan) banana/banana_1 (nan) ,banana/banana_1 (nan) ,1.0,0.0,0.0,2.0,0.333333333333,1.0,0.333333333333,0.5
yellow,cube/cube_3 (nan)      banana/banana_1 (nan)      cube/cube_3 (nan)      banana/banana_1 (nan)      ,banana/banana_1 (nan) banana/banana_1 (nan) banana/banana_1 (nan) ,banana/banana_1 (nan) banana/banana_1 (nan) ,2.0,1.0,0.0,1.0,0.75,1.0,0.666666666667,0.8
