Token,Type,2-corn/corn_2,2-corn/corn_1,2-corn/corn_4,1-corn/corn_4,0-cube/cube_2,0-cube/cube_3,4-cube/cube_4,4-cube/cube_2,4-cube/cube_3,0-cube/cube_4,3-banana/banana_4,3-corn/corn_4,3-corn/corn_2,3-corn/corn_1,1-corn/corn_1,0-corn/corn_1,0-corn/corn_2,2-cube/cube_3,0-corn/corn_4,3-cube/cube_4,3-cube/cube_3,3-cube/cube_2,2-cucumber/cucumber_3,0-banana/banana_4,2-cucumber/cucumber_1,0-banana/banana_3,2-cucumber/cucumber_4,0-banana/banana_1,1-banana/banana_3,1-banana/banana_1,1-banana/banana_4,5-corn/corn_2,0-cucumber/cucumber_1,0-cucumber/cucumber_3,0-cucumber/cucumber_4,1-corn/corn_2,3-cucumber/cucumber_4,3-cucumber/cucumber_3,3-cucumber/cucumber_1,4-cucumber/cucumber_4,2-banana/banana_1,5-cucumber/cucumber_3,2-banana/banana_4,4-cucumber/cucumber_1,4-cucumber/cucumber_3,4-corn/corn_4,4-corn/corn_2,2-cube/cube_4,1-cube/cube_2,2-cube/cube_2,1-cube/cube_4,1-cube/cube_3,1-cucumber/cucumber_4,1-cucumber/cucumber_1,1-cucumber/cucumber_3
,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
banana,rgb,0.0003048236941065754,0.014819837058025968,0.0010527925644711216,0.0008697382765885029,6.443608655282367e-05,8.427041863685424e-21,0.9999999999998799,9.301055416999613e-05,2.811565140167944e-18,0.9999999999922293,0.9991028533782511,0.0012418238871839849,0.0003963468158458678,0.01765527223073473,0.016220004435631936,0.014238162923812483,0.00022776235918292597,3.477610800850609e-20,0.0006854112747603277,0.9999999999997755,1.0738880180030852e-19,0.0004244563179152756,0.09604096244684182,0.9999932383693767,0.1953756857999016,0.9999430858890933,0.025010954314057615,0.9989234425552819,0.9999986786732391,0.9994857228656252,0.9997638221257614,0.0006220536568311249,0.29370446449165566,0.05719433575303143,0.033827953855948646,0.0003633016906209669,0.024431599696144668,0.12853618261024322,0.03501535545948734,0.02104736050794849,0.9995651449530859,0.14242812653960402,0.9999999801630552,0.010861358133881787,0.12550399714761043,0.0011368783480172429,0.0006748108180264678,0.9999999999996503,5.475258772741238e-05,8.588103567009712e-05,0.9999999999929416,1.6767353857528833e-20,0.024774227160479372,0.16188686946878272,0.21520083739636023
banana,shape,0.0003996295880433134,0.0015468190110828246,0.001450376423369315,0.001266174917679017,0.0002854170530019301,0.04096506583390565,0.00041500911192651497,0.00031024684039677905,1.0709992725171515e-05,0.0033134978458815765,0.9996174950750942,0.0001824503316780739,1.7308413944324863e-05,0.00010352392268918368,0.001356234169792769,4.4626862712407896e-05,0.0001379225374075862,0.000656517260854599,7.508263818555609e-05,3.191709738159611e-05,6.972727340408485e-05,8.084061239034376e-05,0.01239762514679593,0.9996016913903487,0.00037634916764463293,0.9997622382439443,0.591743930981645,0.999904500546897,0.9999747611904195,0.9998609513995262,0.9993246825174544,0.000350244395685266,0.015408470204329325,0.005670549547612144,0.005520726581978651,0.00013792253740758665,0.0003114214136434086,0.009629174500756739,0.08932255026389908,0.7374510625815781,0.9995546765399806,0.00947845967148585,0.9998961082430969,5.745842148041124e-05,0.02620057505598743,0.004926962469827055,0.0007471809677713722,0.0001285055164564,8.043331419001394e-05,0.00010460241458968744,0.00011332105085788203,0.006255990164874491,0.00010023552196424105,0.0024634278574528863,0.495301896892005
banana,object,0.00021735062154373648,0.0018920129750139914,0.00047768350391451316,0.00038778305498700426,0.00018250169983442753,2.0838848950997365e-11,0.9998646990960764,0.00014699334696924657,4.370303946840283e-12,0.999781578097187,0.9997360423766325,0.00019041689833259606,2.83854406016009e-05,0.0014184294772424664,0.002292463333677624,0.0002603450895862051,7.499101637369946e-05,3.1265944666643177e-12,9.707710599531804e-05,0.9991979053837138,2.1090085362749367e-12,0.00010168444266820734,0.014942424798575731,0.9998191708468107,0.012268907769125812,0.9998442510972939,0.07749082359510039,0.9999402193472339,0.9999935582662253,0.9999221191984561,0.9996135077382665,0.0001842568707518414,0.044863595986007435,0.011530329642407898,0.010077037446759102,9.401894042193323e-05,0.0022170540002004243,0.0362691779731087,0.025569726587434494,0.12861264656660332,0.9997507290899134,0.05424368530865423,0.9999964247945651,0.0015988316210665042,0.01576732034681544,0.0017329338647460398,0.00038086245087581193,0.999550333347561,4.46061949204834e-05,5.216878217897856e-05,0.9985065277873235,1.051540004686618e-11,0.0005530669734068448,0.00914114144286557,0.25461354771363304
block,rgb,0.0011685953253475672,0.0017457507801552296,0.001198314196336026,0.001164821641839993,0.9997697590073471,0.9999807815855113,0.999982125606908,0.9955659950648501,0.996758086852681,0.9976116047118727,0.14679286689029894,0.001229446447046728,0.0012113420877609882,0.0018217994596550302,0.0018876186653256125,0.0018330839120261537,0.0011268551552729863,0.9999451853669324,0.001126685028122674,0.999952327254531,0.9998190556715536,0.9986497232451819,0.6804052001083167,0.9770394380703977,0.646522094303268,0.11064582562347951,0.30207251454148365,0.03390332267076125,0.5452604902356465,0.04738480286058868,0.5698763033972953,0.0012269675076992373,0.8358488854291798,0.6159185522966191,0.41172551901913285,0.0012605142728818297,0.29669418212892673,0.6624236238470023,0.31465503232331254,0.19384464035062818,0.043764114917072,0.5227562724571594,0.9992634347998044,0.16818264673862113,0.6213291622850533,0.0011495202021381563,0.001307054812263783,0.9999340428936873,0.9994894371770155,0.9994395265653744,0.997814379882602,0.9999695458752312,0.32945020228112765,0.716495833329916,0.8098338729097868
block,shape,2.263161822230087e-05,0.00019869948457101067,4.473364411037693e-07,1.9924384656032238e-07,0.9999968011471128,0.9998857579720025,0.9999688457006176,0.9997586929152475,0.9999687727107117,0.9999887124117949,0.25058892943005123,8.05813601692902e-06,1.1508919615336305e-05,0.001124080897877016,8.408314776111094e-05,3.71652778792088e-05,1.5295740979624977e-05,0.9998788526917651,3.865126099518166e-05,0.9998475365758429,0.9998172241470119,0.9999059428004898,5.7060584604668534e-05,1.7717029767173837e-05,0.7575189904662382,5.8940604811725755e-06,0.0006967801111281918,0.9941697235178628,0.9349762457734636,0.46324170082537314,0.0008461078514611701,1.0147702581114944e-05,0.006137197966339954,0.00011431332977015064,0.0030035713646268647,1.5295740979624892e-05,0.003474634774120344,0.037552993091185254,0.0026728508178335583,0.12892232966792394,0.9999477632322076,0.9996861360042768,0.9993490416518087,0.9999927366410651,5.566703576779872e-06,2.351962072168432e-06,1.2370625308989335e-05,0.9999376619427401,0.999970682670657,0.9999169910803182,0.999940613331358,0.9999803885527904,2.2996612554594365e-06,0.00017652005365660222,0.003272976701808233
block,object,1.235342258193578e-05,0.00015603562150772165,4.6360113171188166e-07,2.1777284794423882e-07,0.9999951767861869,0.9998997212658748,0.9999655979175924,0.9997704491134486,0.9999623981076057,0.9999695767633016,0.04901395030758336,7.025143608369227e-06,7.900716765498477e-06,0.001071626460005686,6.973271243448805e-05,3.137343153693125e-05,8.614257228182745e-06,0.9999062703625349,2.2783060668345942e-05,0.9998589379507143,0.9998773787089206,0.9998996219991261,8.108767183665791e-05,1.999889225891995e-05,0.5358379936431219,3.3978043419862096e-06,0.000549032536133038,0.91987315328284,0.616789199217872,0.130997034077245,0.0006264815118920947,1.0043718193043585e-05,0.004527732126598692,0.00011891307236228925,0.0016840875649211749,8.750770462638693e-06,0.002238301018159372,0.021325373525786992,0.002126948459131731,0.06740761674802224,0.9989017015107071,0.9979516113485678,0.9961594128991225,0.9999213505255098,1.4578336233703969e-05,2.4911856804267137e-06,1.1228026624500322e-05,0.9999237807981582,0.9999677596102734,0.9999217161027409,0.9999010110096622,0.999982951101362,4.1873677143502205e-06,0.0002288359961090286,0.0024688664244473164
cob,rgb,0.9998371177424005,0.9999440632395064,0.9999004550856143,0.9998978042727252,2.2523413059590442e-05,1.5814683535218994e-05,1.0,0.0003920310753368446,0.0003077456010616493,1.0,0.9999495112664795,0.9999025906958702,0.999842227808869,0.9999447887077788,0.9999375787426497,0.9999366547695535,0.9998306351992183,1.7104991463667192e-05,0.9998941887605648,1.0,4.2310673514691053e-05,0.00024212940342583847,0.5871834805182459,0.998791438845394,0.7291015020127611,0.9999975579973018,0.8184799850270891,0.9999956375286179,0.9999978426445774,0.9999959025658465,0.9996944488123327,0.999866720927608,0.5303186127082414,0.5935399864023694,0.7458553480010416,0.9998214601164614,0.8213541412245695,0.6520622815319194,0.8342374605950785,0.8966678735224036,0.9999969762215143,0.7997104404582913,0.9996701923922154,0.8847393783616054,0.6947640263794971,0.9999123712416128,0.9998526186547996,1.0,4.273630825206898e-05,5.569113399096603e-05,1.0,1.4490734680059522e-05,0.7929755903250884,0.6189142526799036,0.5215588158561993
cob,shape,0.9999563971985564,0.999871499515562,0.9999997879554278,0.9999999574159686,4.322121562925977e-07,0.00010212939721528976,4.771525294499977e-05,0.00030729414166749994,2.1978281086407715e-05,8.638790761389878e-06,0.9919371925418689,0.9999901627610065,0.9999826918167363,0.9991156206403081,0.999969979049217,0.9999554801885107,0.9999610184658273,0.00010948919164799462,0.9998910462149906,0.0001975401331701271,0.00016329338285528256,0.0001369645808545939,0.9998183803091432,0.9999969316125096,0.24755511405244096,0.999996741534318,0.9989641183538742,0.0009167377979969743,0.013780504776310072,0.9246949769303109,0.9961628802702402,0.9999929636035546,0.9855436925074633,0.9996342997330302,0.9937214951689991,0.9999610184658273,0.9988764751246464,0.9783592113429778,0.999423713478146,0.9899778815295452,9.506727157936469e-05,9.003886889380422e-05,0.00017813987273913412,2.2878178732895365e-06,0.9999977872946224,0.9999999533044428,0.9999988059927941,5.9359145000060866e-05,2.0954583983759357e-05,8.283148200732715e-05,6.042408905873548e-05,1.754639724512774e-05,0.9999965657276656,0.9995745452262267,0.9730269688424596
cob,object,0.9999617424915141,0.9999617130649253,0.9999979786611208,0.9999991541725894,2.71521430220659e-06,3.577325721845891e-05,0.9999999262965992,0.00020257261248208776,3.335167850833301e-05,0.9999993535442457,0.9997787727241375,0.9999860594741778,0.999974657189547,0.9996064995425757,0.9999781217125253,0.9999705488371929,0.999957111652777,1.8356054580453636e-05,0.9999457896336794,0.9999999555928272,3.603100725876355e-05,0.0001147353205321145,0.995056498821142,0.9999816099230122,0.575174775590914,0.9999990019225108,0.993352360842136,0.9660770760256068,0.9966949111219812,0.9995693272577609,0.9996127983204067,0.9999882245754145,0.9551425680356388,0.9935588980440645,0.9793710896937033,0.9999563909224237,0.9932303272672239,0.9471815790879545,0.9960940409841806,0.983774436542598,0.927342623703538,0.02430126783435012,0.7671254051869063,0.004996310949252541,0.9996019245949397,0.9999990928203085,0.9999946725264169,0.9999999084576684,2.0267643669298774e-05,4.8860040381579824e-05,0.9999997659020621,6.046435789571739e-06,0.9995527608113106,0.9936428481182865,0.9363700528500493
