Classifier,Test Object Images,Ground Truth,Selected by Classifier,True Positive,True Negative,False Positive,False Negative,Accuracy,Precision,Recall,F1-Score
 ,,,,,,,,,,,
cube,banana/banana_2 (nan)      banana/banana_2 (nan)      cube/cube_3 (nan)      ,cube/cube_3 (nan) ,cube/cube_3 (nan) ,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
cube,banana/banana_2 (nan)      banana/banana_2 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      ,cube/cube_3 (nan) cube/cube_3 (nan) ,cube/cube_3 (nan) cube/cube_3 (nan) ,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
cube,cube/cube_3 (nan)      banana/banana_2 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      ,cube/cube_3 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,cube/cube_3 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
cube,cube/cube_3 (nan)      banana/banana_2 (nan)      cube/cube_3 (nan)      banana/banana_2 (nan)      ,cube/cube_3 (nan) cube/cube_3 (nan) ,cube/cube_3 (nan) cube/cube_3 (nan) ,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
cube,cube/cube_3 (nan)      cube/cube_3 (nan)      banana/banana_2 (nan)      banana/banana_2 (nan)      cube/cube_3 (nan)      ,cube/cube_3 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,cube/cube_3 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,3.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
cube,banana/banana_2 (nan)      banana/banana_2 (nan)      cube/cube_3 (nan)      ,cube/cube_3 (nan) ,cube/cube_3 (nan) ,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
cube,banana/banana_2 (nan)      banana/banana_2 (nan)      cube/cube_3 (nan)      ,cube/cube_3 (nan) ,cube/cube_3 (nan) ,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
cube,banana/banana_2 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      ,cube/cube_3 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,cube/cube_3 (nan) cube/cube_3 (nan) ,2.0,0.0,0.0,1.0,0.666666666667,1.0,0.666666666667,0.8
cube,banana/banana_2 (nan)      banana/banana_2 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      ,cube/cube_3 (nan) cube/cube_3 (nan) ,cube/cube_3 (nan) cube/cube_3 (nan) ,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
cube,cube/cube_3 (nan)      banana/banana_2 (nan)      cube/cube_3 (nan)      banana/banana_2 (nan)      ,cube/cube_3 (nan) cube/cube_3 (nan) ,cube/cube_3 (nan) cube/cube_3 (nan) ,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
Total - cube,,,,,,,,0.9666666666666666,1.0,0.9666666666666666,0.9800000000000001
 ,,,,,,,,,,,
corn,corn/corn_2 (nan)      corn/corn_2 (nan)      corn/corn_2 (nan)      cube/cube_3 (nan)      ,corn/corn_2 (nan) corn/corn_2 (nan) corn/corn_2 (nan) ,corn/corn_2 (nan) corn/corn_2 (nan) corn/corn_2 (nan) cube/cube_3 (nan) ,3.0,0.0,1.0,0.0,0.75,0.75,1.0,0.857142857143
corn,corn/corn_2 (nan)      corn/corn_2 (nan)      corn/corn_2 (nan)      cube/cube_3 (nan)      ,corn/corn_2 (nan) corn/corn_2 (nan) corn/corn_2 (nan) ,corn/corn_2 (nan) corn/corn_2 (nan) corn/corn_2 (nan) cube/cube_3 (nan) ,3.0,0.0,1.0,0.0,0.75,0.75,1.0,0.857142857143
corn,cube/cube_3 (nan)      corn/corn_2 (nan)      corn/corn_2 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      ,corn/corn_2 (nan) corn/corn_2 (nan) ,cube/cube_3 (nan) corn/corn_2 (nan) corn/corn_2 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,2.0,0.0,3.0,0.0,0.4,0.4,1.0,0.571428571429
corn,corn/corn_2 (nan)      corn/corn_2 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      ,corn/corn_2 (nan) corn/corn_2 (nan) ,corn/corn_2 (nan) corn/corn_2 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,2.0,0.0,2.0,0.0,0.5,0.5,1.0,0.666666666667
corn,cube/cube_3 (nan)      cube/cube_3 (nan)      corn/corn_2 (nan)      ,corn/corn_2 (nan) corn/corn_2 (nan) ,cube/cube_3 (nan) cube/cube_3 (nan) corn/corn_2 (nan) ,1.0,-1.0,2.0,1.0,0.0,0.333333333333,0.5,0.4
corn,corn/corn_2 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      ,corn/corn_2 (nan) ,corn/corn_2 (nan) cube/cube_3 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,1.0,0.0,3.0,0.0,0.25,0.25,1.0,0.4
corn,corn/corn_2 (nan)      cube/cube_3 (nan)      corn/corn_2 (nan)      corn/corn_2 (nan)      ,corn/corn_2 (nan) corn/corn_2 (nan) corn/corn_2 (nan) ,corn/corn_2 (nan) cube/cube_3 (nan) corn/corn_2 (nan) corn/corn_2 (nan) ,3.0,0.0,1.0,0.0,0.75,0.75,1.0,0.857142857143
corn,cube/cube_3 (nan)      corn/corn_2 (nan)      corn/corn_2 (nan)      ,corn/corn_2 (nan) corn/corn_2 (nan) corn/corn_2 (nan) ,cube/cube_3 (nan) corn/corn_2 (nan) corn/corn_2 (nan) ,2.0,-1.0,1.0,1.0,0.333333333333,0.666666666667,0.666666666667,0.666666666667
corn,cube/cube_3 (nan)      corn/corn_2 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      ,corn/corn_2 (nan) corn/corn_2 (nan) ,cube/cube_3 (nan) corn/corn_2 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,1.0,-1.0,3.0,1.0,0.0,0.25,0.5,0.333333333333
corn,corn/corn_2 (nan)      corn/corn_2 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      ,corn/corn_2 (nan) corn/corn_2 (nan) corn/corn_2 (nan) ,corn/corn_2 (nan) corn/corn_2 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,2.0,-1.0,2.0,1.0,0.25,0.5,0.666666666667,0.571428571429
Total - corn,,,,,,,,0.3983333333333333,0.5149999999999999,0.8333333333333333,0.618095238095238
 ,,,,,,,,,,,
yellow,banana/banana_2 (nan)      banana/banana_2 (nan)      cube/cube_3 (nan)      ,banana/banana_2 (nan) banana/banana_2 (nan) ,banana/banana_2 (nan) banana/banana_2 (nan) ,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
yellow,cube/cube_3 (nan)      banana/banana_2 (nan)      banana/banana_2 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      ,banana/banana_2 (nan) banana/banana_2 (nan) banana/banana_2 (nan) ,banana/banana_2 (nan) banana/banana_2 (nan) cube/cube_3 (nan) ,2.0,1.0,1.0,1.0,0.6,0.666666666667,0.666666666667,0.666666666667
yellow,cube/cube_3 (nan)      banana/banana_2 (nan)      banana/banana_2 (nan)      ,banana/banana_2 (nan) banana/banana_2 (nan) banana/banana_2 (nan) ,banana/banana_2 (nan) banana/banana_2 (nan) ,2.0,0.0,0.0,1.0,0.666666666667,1.0,0.666666666667,0.8
yellow,banana/banana_2 (nan)      banana/banana_2 (nan)      cube/cube_3 (nan)      ,banana/banana_2 (nan) banana/banana_2 (nan) banana/banana_2 (nan) ,banana/banana_2 (nan) banana/banana_2 (nan) ,2.0,0.0,0.0,1.0,0.666666666667,1.0,0.666666666667,0.8
yellow,banana/banana_2 (nan)      banana/banana_2 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      ,banana/banana_2 (nan) banana/banana_2 (nan) banana/banana_2 (nan) ,banana/banana_2 (nan) banana/banana_2 (nan) cube/cube_3 (nan) ,2.0,0.0,1.0,1.0,0.5,0.666666666667,0.666666666667,0.666666666667
yellow,cube/cube_3 (nan)      cube/cube_3 (nan)      banana/banana_2 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      ,banana/banana_2 (nan) ,banana/banana_2 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
yellow,cube/cube_3 (nan)      banana/banana_2 (nan)      cube/cube_3 (nan)      ,banana/banana_2 (nan) ,banana/banana_2 (nan) cube/cube_3 (nan) ,1.0,1.0,1.0,0.0,0.666666666667,0.5,1.0,0.666666666667
yellow,banana/banana_2 (nan)      banana/banana_2 (nan)      cube/cube_3 (nan)      ,banana/banana_2 (nan) banana/banana_2 (nan) banana/banana_2 (nan) ,banana/banana_2 (nan) banana/banana_2 (nan) ,2.0,0.0,0.0,1.0,0.666666666667,1.0,0.666666666667,0.8
yellow,banana/banana_2 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      ,banana/banana_2 (nan) banana/banana_2 (nan) ,banana/banana_2 (nan) ,1.0,1.0,0.0,1.0,0.666666666667,1.0,0.5,0.666666666667
yellow,cube/cube_3 (nan)      banana/banana_2 (nan)      cube/cube_3 (nan)      ,banana/banana_2 (nan) banana/banana_2 (nan) ,banana/banana_2 (nan) ,1.0,1.0,0.0,1.0,0.666666666667,1.0,0.5,0.666666666667
Total - yellow,,,,,,,,0.7100000000000001,0.8833333333333332,0.7333333333333333,0.7733333333333334
 ,,,,,,,,,,,
an,cube/cube_3 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      corn/corn_2 (nan)      ,corn/corn_2 (nan) ,cube/cube_3 (nan) cube/cube_3 (nan) corn/corn_2 (nan) cube/cube_3 (nan) ,1.0,0.0,3.0,0.0,0.25,0.25,1.0,0.4
an,cube/cube_3 (nan)      corn/corn_2 (nan)      cube/cube_3 (nan)      corn/corn_2 (nan)      corn/corn_2 (nan)      ,corn/corn_2 (nan) corn/corn_2 (nan) corn/corn_2 (nan) ,cube/cube_3 (nan) corn/corn_2 (nan) corn/corn_2 (nan) corn/corn_2 (nan) cube/cube_3 (nan) ,3.0,0.0,2.0,0.0,0.6,0.6,1.0,0.75
an,cube/cube_3 (nan)      cube/cube_3 (nan)      corn/corn_2 (nan)      ,corn/corn_2 (nan) ,corn/corn_2 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,1.0,0.0,2.0,0.0,0.333333333333,0.333333333333,1.0,0.5
an,cube/cube_3 (nan)      corn/corn_2 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      corn/corn_2 (nan)      corn/corn_2 (nan)      ,corn/corn_2 (nan) corn/corn_2 (nan) corn/corn_2 (nan) ,cube/cube_3 (nan) corn/corn_2 (nan) cube/cube_3 (nan) cube/cube_3 (nan) corn/corn_2 (nan) corn/corn_2 (nan) ,3.0,0.0,3.0,0.0,0.5,0.5,1.0,0.666666666667
an,cube/cube_3 (nan)      corn/corn_2 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      ,corn/corn_2 (nan) ,cube/cube_3 (nan) corn/corn_2 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,1.0,0.0,3.0,0.0,0.25,0.25,1.0,0.4
an,corn/corn_2 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      ,corn/corn_2 (nan) ,corn/corn_2 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,1.0,0.0,2.0,0.0,0.333333333333,0.333333333333,1.0,0.5
an,corn/corn_2 (nan)      corn/corn_2 (nan)      corn/corn_2 (nan)      cube/cube_3 (nan)      ,corn/corn_2 (nan) corn/corn_2 (nan) corn/corn_2 (nan) ,corn/corn_2 (nan) corn/corn_2 (nan) corn/corn_2 (nan) cube/cube_3 (nan) ,3.0,0.0,1.0,0.0,0.75,0.75,1.0,0.857142857143
an,corn/corn_2 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      ,corn/corn_2 (nan) corn/corn_2 (nan) corn/corn_2 (nan) ,corn/corn_2 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,1.0,-2.0,2.0,2.0,-0.333333333333,0.333333333333,0.333333333333,0.333333333333
an,corn/corn_2 (nan)      cube/cube_3 (nan)      corn/corn_2 (nan)      ,corn/corn_2 (nan) corn/corn_2 (nan) corn/corn_2 (nan) ,corn/corn_2 (nan) corn/corn_2 (nan) cube/cube_3 (nan) ,2.0,-1.0,1.0,1.0,0.333333333333,0.666666666667,0.666666666667,0.666666666667
an,corn/corn_2 (nan)      corn/corn_2 (nan)      cube/cube_3 (nan)      ,corn/corn_2 (nan) corn/corn_2 (nan) corn/corn_2 (nan) ,corn/corn_2 (nan) corn/corn_2 (nan) cube/cube_3 (nan) ,2.0,-1.0,1.0,1.0,0.333333333333,0.666666666667,0.666666666667,0.666666666667
Total - an,,,,,,,,0.335,0.4683333333333334,0.8666666666666666,0.574047619047619
 ,,,,,,,,,,,
