Classifier,Test Object Images,Ground Truth,Selected by Classifier,True Positive,True Negative,False Positive,False Negative,Accuracy,Precision,Recall,F1-Score
 ,,,,,,,,,,,
wedge,semicylinder/semicylinder_3 ( )      lime/lime_1 (nan)      eggplant/eggplant_4 (nan)      cucumber/cucumber_3 (nan)      ,semicylinder/semicylinder_3 ( ) ,semicylinder/semicylinder_3 ( ) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
wedge,semicylinder/semicylinder_3 ( )      triangle/triangle_1 (nan)      lime/lime_1 (nan)      eggplant/eggplant_4 (nan)      ,semicylinder/semicylinder_3 ( ) triangle/triangle_1 (nan) ,semicylinder/semicylinder_3 ( ) triangle/triangle_1 (nan) ,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
wedge,lime/lime_1 (nan)      semicylinder/semicylinder_3 ( )      eggplant/eggplant_4 (nan)      cucumber/cucumber_3 (nan)      ,semicylinder/semicylinder_3 ( ) ,semicylinder/semicylinder_3 ( ) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
wedge,eggplant/eggplant_4 (nan)      lime/lime_1 (nan)      eggplant/eggplant_4 (nan)      cucumber/cucumber_3 (nan)      semicylinder/semicylinder_3 ( )      lime/lime_1 (nan)      ,semicylinder/semicylinder_3 ( ) ,semicylinder/semicylinder_3 ( ) ,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0
wedge,lime/lime_1 (nan)      eggplant/eggplant_4 (nan)      triangle/triangle_1 (nan)      semicylinder/semicylinder_3 ( )      ,semicylinder/semicylinder_3 ( ) triangle/triangle_1 (nan) semicylinder/semicylinder_3 ( ) ,triangle/triangle_1 (nan) semicylinder/semicylinder_3 ( ) ,2.0,1.0,0.0,1.0,0.75,1.0,0.666666666667,0.8
wedge,cucumber/cucumber_3 (nan)      semicylinder/semicylinder_3 ( )      triangle/triangle_1 (nan)      lime/lime_1 (nan)      eggplant/eggplant_4 (nan)      ,semicylinder/semicylinder_3 ( ) triangle/triangle_1 (nan) ,semicylinder/semicylinder_3 ( ) triangle/triangle_1 (nan) ,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
wedge,triangle/triangle_1 (nan)      eggplant/eggplant_4 (nan)      semicylinder/semicylinder_3 ( )      lime/lime_1 (nan)      ,semicylinder/semicylinder_3 ( ) triangle/triangle_1 (nan) ,triangle/triangle_1 (nan) semicylinder/semicylinder_3 ( ) ,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
wedge,semicylinder/semicylinder_3 ( )      cucumber/cucumber_3 (nan)      eggplant/eggplant_4 (nan)      eggplant/eggplant_4 (nan)      lime/lime_1 (nan)      triangle/triangle_1 (nan)      ,semicylinder/semicylinder_3 ( ) triangle/triangle_1 (nan) ,triangle/triangle_1 (nan) semicylinder/semicylinder_3 ( ) ,2.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
wedge,semicylinder/semicylinder_3 ( )      cucumber/cucumber_3 (nan)      eggplant/eggplant_4 (nan)      lime/lime_1 (nan)      ,semicylinder/semicylinder_3 ( ) ,semicylinder/semicylinder_3 ( ) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
wedge,triangle/triangle_1 (nan)      cucumber/cucumber_3 (nan)      semicylinder/semicylinder_3 ( )      lime/lime_1 (nan)      eggplant/eggplant_4 (nan)      ,semicylinder/semicylinder_3 ( ) triangle/triangle_1 (nan) ,triangle/triangle_1 (nan) semicylinder/semicylinder_3 ( ) ,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
Total - wedge,,,,,,,,0.975,1.0,0.9666666666666666,0.9800000000000001
 ,,,,,,,,,,,
cylinder,cylinder/cylinder_2 (nan)      cylinder/cylinder_2 (nan)      semicylinder/semicylinder_3 ( )      cucumber/cucumber_3 (nan)      eggplant/eggplant_4 (nan)      ,cylinder/cylinder_2 (nan) semicylinder/semicylinder_3 ( ) cylinder/cylinder_2 (nan) ,cylinder/cylinder_2 (nan) cylinder/cylinder_2 (nan) semicylinder/semicylinder_3 ( ) cucumber/cucumber_3 (nan) ,3.0,1.0,1.0,0.0,0.8,0.75,1.0,0.857142857143
cylinder,cylinder/cylinder_2 (nan)      eggplant/eggplant_4 (nan)      semicylinder/semicylinder_3 ( )      ,cylinder/cylinder_2 (nan) semicylinder/semicylinder_3 ( ) cylinder/cylinder_2 (nan) ,cylinder/cylinder_2 (nan) semicylinder/semicylinder_3 ( ) ,2.0,0.0,0.0,1.0,0.666666666667,1.0,0.666666666667,0.8
cylinder,cylinder/cylinder_2 (nan)      lime/lime_1 (nan)      cucumber/cucumber_3 (nan)      semicylinder/semicylinder_3 ( )      eggplant/eggplant_4 (nan)      ,cylinder/cylinder_2 (nan) semicylinder/semicylinder_3 ( ) ,cylinder/cylinder_2 (nan) cucumber/cucumber_3 (nan) semicylinder/semicylinder_3 ( ) ,2.0,2.0,1.0,0.0,0.8,0.666666666667,1.0,0.8
cylinder,semicylinder/semicylinder_3 ( )      cucumber/cucumber_3 (nan)      lime/lime_1 (nan)      cylinder/cylinder_2 (nan)      eggplant/eggplant_4 (nan)      cylinder/cylinder_2 (nan)      ,cylinder/cylinder_2 (nan) semicylinder/semicylinder_3 ( ) cylinder/cylinder_2 (nan) ,semicylinder/semicylinder_3 ( ) cylinder/cylinder_2 (nan) cylinder/cylinder_2 (nan) ,3.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
