Classifier,Test Object Images,Ground Truth,Selected by Classifier,True Positive,True Negative,False Positive,False Negative,Accuracy,Precision,Recall,F1-Score
 ,,,,,,,,,,,
use,cucumber/cucumber_1 (nan)      ,cucumber/cucumber_1 (nan) ,cucumber/cucumber_1 (nan) ,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
use,cucumber/cucumber_1 (nan)      ,cucumber/cucumber_1 (nan) ,cucumber/cucumber_1 (nan) ,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
use,cucumber/cucumber_1 (nan)      ,cucumber/cucumber_1 (nan) cucumber/cucumber_1 (nan) ,cucumber/cucumber_1 (nan) ,1.0,-1.0,0.0,1.0,0.0,1.0,0.5,0.666666666667
use,cucumber/cucumber_1 (nan)      ,cucumber/cucumber_1 (nan) cucumber/cucumber_1 (nan) ,cucumber/cucumber_1 (nan) ,1.0,-1.0,0.0,1.0,0.0,1.0,0.5,0.666666666667
use,cucumber/cucumber_1 (nan)      ,cucumber/cucumber_1 (nan) ,cucumber/cucumber_1 (nan) ,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
use,cucumber/cucumber_1 (nan)      ,cucumber/cucumber_1 (nan) cucumber/cucumber_1 (nan) ,cucumber/cucumber_1 (nan) ,1.0,-1.0,0.0,1.0,0.0,1.0,0.5,0.666666666667
use,cucumber/cucumber_1 (nan)      cucumber/cucumber_1 (nan)      ,cucumber/cucumber_1 (nan) cucumber/cucumber_1 (nan) ,cucumber/cucumber_1 (nan) cucumber/cucumber_1 (nan) ,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
use,cucumber/cucumber_1 (nan)      ,cucumber/cucumber_1 (nan) ,cucumber/cucumber_1 (nan) ,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
use,cucumber/cucumber_1 (nan)      ,cucumber/cucumber_1 (nan) ,cucumber/cucumber_1 (nan) ,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
use,cucumber/cucumber_1 (nan)      ,cucumber/cucumber_1 (nan) cucumber/cucumber_1 (nan) ,cucumber/cucumber_1 (nan) ,1.0,-1.0,0.0,1.0,0.0,1.0,0.5,0.666666666667
Total - use,,,,,,,,0.6,1.0,0.8,0.8666666666666666
 ,,,,,,,,,,,
cube,corn/corn_1 (nan)      corn/corn_1 (nan)      cube/cube_2 (nan)      cube/cube_2 (nan)      ,cube/cube_2 (nan) cube/cube_2 (nan) cube/cube_2 (nan) ,cube/cube_2 (nan) corn/corn_1 (nan) cube/cube_2 (nan) ,2.0,0.0,1.0,1.0,0.5,0.666666666667,0.666666666667,0.666666666667
cube,corn/corn_1 (nan)      cube/cube_2 (nan)      corn/corn_1 (nan)      corn/corn_1 (nan)      cube/cube_2 (nan)      ,cube/cube_2 (nan) cube/cube_2 (nan) ,cube/cube_2 (nan) cube/cube_2 (nan) ,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
cube,cube/cube_2 (nan)      corn/corn_1 (nan)      cube/cube_2 (nan)      corn/corn_1 (nan)      cube/cube_2 (nan)      ,cube/cube_2 (nan) cube/cube_2 (nan) cube/cube_2 (nan) ,cube/cube_2 (nan) cube/cube_2 (nan) corn/corn_1 (nan) cube/cube_2 (nan) ,3.0,1.0,1.0,0.0,0.8,0.75,1.0,0.857142857143
