Classifier,Test Object Images,Ground Truth,Selected by Classifier,True Positive,True Negative,False Positive,False Negative,Accuracy,Precision,Recall,F1-Score
 ,,,,,,,,,,,
cube,cube/cube_4 (nan)      banana/banana_2 (nan)      banana/banana_2 (nan)      ,cube/cube_4 (nan) cube/cube_4 (nan) ,cube/cube_4 (nan) ,1.0,1.0,0.0,1.0,0.666666666667,1.0,0.5,0.666666666667
cube,cube/cube_4 (nan)      banana/banana_2 (nan)      banana/banana_2 (nan)      ,cube/cube_4 (nan) ,cube/cube_4 (nan) ,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
cube,cube/cube_4 (nan)      cube/cube_4 (nan)      banana/banana_2 (nan)      ,cube/cube_4 (nan) cube/cube_4 (nan) cube/cube_4 (nan) ,cube/cube_4 (nan) cube/cube_4 (nan) ,2.0,0.0,0.0,1.0,0.666666666667,1.0,0.666666666667,0.8
cube,cube/cube_4 (nan)      banana/banana_2 (nan)      banana/banana_2 (nan)      cube/cube_4 (nan)      ,cube/cube_4 (nan) cube/cube_4 (nan) cube/cube_4 (nan) ,cube/cube_4 (nan) cube/cube_4 (nan) ,2.0,1.0,0.0,1.0,0.75,1.0,0.666666666667,0.8
cube,cube/cube_4 (nan)      banana/banana_2 (nan)      banana/banana_2 (nan)      ,cube/cube_4 (nan) ,cube/cube_4 (nan) ,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
cube,cube/cube_4 (nan)      cube/cube_4 (nan)      banana/banana_2 (nan)      ,cube/cube_4 (nan) cube/cube_4 (nan) ,cube/cube_4 (nan) cube/cube_4 (nan) ,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
cube,banana/banana_2 (nan)      banana/banana_2 (nan)      cube/cube_4 (nan)      cube/cube_4 (nan)      ,cube/cube_4 (nan) cube/cube_4 (nan) ,cube/cube_4 (nan) cube/cube_4 (nan) ,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
cube,banana/banana_2 (nan)      banana/banana_2 (nan)      cube/cube_4 (nan)      ,cube/cube_4 (nan) ,cube/cube_4 (nan) ,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
cube,banana/banana_2 (nan)      banana/banana_2 (nan)      cube/cube_4 (nan)      ,cube/cube_4 (nan) ,cube/cube_4 (nan) ,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
