Classifier,Test Object Images,Ground Truth,Selected by Classifier,True Positive,True Negative,False Positive,False Negative,Accuracy,Precision,Recall,F1-Score
 ,,,,,,,,,,,
cube,banana/banana_1 (nan)      cube/cube_1 (nan)      cube/cube_1 (nan)      banana/banana_1 (nan)      ,cube/cube_1 (nan) cube/cube_1 (nan) ,banana/banana_1 (nan) cube/cube_1 (nan) cube/cube_1 (nan) banana/banana_1 (nan) ,2.0,0.0,2.0,0.0,0.5,0.5,1.0,0.666666666667
cube,banana/banana_1 (nan)      cube/cube_1 (nan)      ,cube/cube_1 (nan) ,banana/banana_1 (nan) cube/cube_1 (nan) ,1.0,0.0,1.0,0.0,0.5,0.5,1.0,0.666666666667
cube,banana/banana_1 (nan)      banana/banana_1 (nan)      cube/cube_1 (nan)      ,cube/cube_1 (nan) ,banana/banana_1 (nan) banana/banana_1 (nan) cube/cube_1 (nan) ,1.0,0.0,2.0,0.0,0.333333333333,0.333333333333,1.0,0.5
cube,banana/banana_1 (nan)      cube/cube_1 (nan)      cube/cube_1 (nan)      ,cube/cube_1 (nan) cube/cube_1 (nan) cube/cube_1 (nan) ,banana/banana_1 (nan) cube/cube_1 (nan) cube/cube_1 (nan) ,2.0,-1.0,1.0,1.0,0.333333333333,0.666666666667,0.666666666667,0.666666666667
cube,cube/cube_1 (nan)      cube/cube_1 (nan)      banana/banana_1 (nan)      ,cube/cube_1 (nan) cube/cube_1 (nan) cube/cube_1 (nan) ,cube/cube_1 (nan) cube/cube_1 (nan) banana/banana_1 (nan) ,2.0,-1.0,1.0,1.0,0.333333333333,0.666666666667,0.666666666667,0.666666666667
cube,banana/banana_1 (nan)      banana/banana_1 (nan)      cube/cube_1 (nan)      banana/banana_1 (nan)      ,cube/cube_1 (nan) ,banana/banana_1 (nan) banana/banana_1 (nan) cube/cube_1 (nan) ,1.0,1.0,2.0,0.0,0.5,0.333333333333,1.0,0.5
cube,banana/banana_1 (nan)      banana/banana_1 (nan)      cube/cube_1 (nan)      cube/cube_1 (nan)      ,cube/cube_1 (nan) cube/cube_1 (nan) cube/cube_1 (nan) ,banana/banana_1 (nan) banana/banana_1 (nan) cube/cube_1 (nan) cube/cube_1 (nan) ,2.0,-1.0,2.0,1.0,0.25,0.5,0.666666666667,0.571428571429
cube,banana/banana_1 (nan)      cube/cube_1 (nan)      banana/banana_1 (nan)      ,cube/cube_1 (nan) cube/cube_1 (nan) ,banana/banana_1 (nan) cube/cube_1 (nan) ,1.0,0.0,1.0,1.0,0.333333333333,0.5,0.5,0.5
cube,cube/cube_1 (nan)      cube/cube_1 (nan)      banana/banana_1 (nan)      ,cube/cube_1 (nan) cube/cube_1 (nan) cube/cube_1 (nan) ,cube/cube_1 (nan) cube/cube_1 (nan) ,2.0,0.0,0.0,1.0,0.666666666667,1.0,0.666666666667,0.8
cube,banana/banana_1 (nan)      cube/cube_1 (nan)      cube/cube_1 (nan)      banana/banana_1 (nan)      banana/banana_1 (nan)      ,cube/cube_1 (nan) cube/cube_1 (nan) ,banana/banana_1 (nan) cube/cube_1 (nan) cube/cube_1 (nan) banana/banana_1 (nan) ,2.0,1.0,2.0,0.0,0.6,0.5,1.0,0.666666666667
Total - cube,,,,,,,,0.43499999999999994,0.55,0.8166666666666668,0.6204761904761905
 ,,,,,,,,,,,
squar,banana/banana_1 (nan)      banana/banana_1 (nan)      cube/cube_1 (nan)      cube/cube_1 (nan)      banana/banana_1 (nan)      ,cube/cube_1 (nan) cube/cube_1 (nan) ,banana/banana_1 (nan) banana/banana_1 (nan) cube/cube_1 (nan) cube/cube_1 (nan) ,2.0,1.0,2.0,0.0,0.6,0.5,1.0,0.666666666667
squar,banana/banana_1 (nan)      banana/banana_1 (nan)      cube/cube_1 (nan)      banana/banana_1 (nan)      ,cube/cube_1 (nan) ,banana/banana_1 (nan) banana/banana_1 (nan) cube/cube_1 (nan) ,1.0,1.0,2.0,0.0,0.5,0.333333333333,1.0,0.5
squar,banana/banana_1 (nan)      cube/cube_1 (nan)      cube/cube_1 (nan)      ,cube/cube_1 (nan) cube/cube_1 (nan) cube/cube_1 (nan) ,banana/banana_1 (nan) cube/cube_1 (nan) cube/cube_1 (nan) ,2.0,-1.0,1.0,1.0,0.333333333333,0.666666666667,0.666666666667,0.666666666667
squar,cube/cube_1 (nan)      cube/cube_1 (nan)      cube/cube_1 (nan)      banana/banana_1 (nan)      ,cube/cube_1 (nan) cube/cube_1 (nan) cube/cube_1 (nan) ,cube/cube_1 (nan) cube/cube_1 (nan) cube/cube_1 (nan) ,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
squar,banana/banana_1 (nan)      cube/cube_1 (nan)      banana/banana_1 (nan)      ,cube/cube_1 (nan) ,banana/banana_1 (nan) cube/cube_1 (nan) ,1.0,1.0,1.0,0.0,0.666666666667,0.5,1.0,0.666666666667
squar,cube/cube_1 (nan)      banana/banana_1 (nan)      cube/cube_1 (nan)      cube/cube_1 (nan)      ,cube/cube_1 (nan) cube/cube_1 (nan) cube/cube_1 (nan) ,cube/cube_1 (nan) cube/cube_1 (nan) banana/banana_1 (nan) cube/cube_1 (nan) ,3.0,0.0,1.0,0.0,0.75,0.75,1.0,0.857142857143
squar,banana/banana_1 (nan)      cube/cube_1 (nan)      banana/banana_1 (nan)      ,cube/cube_1 (nan) ,banana/banana_1 (nan) cube/cube_1 (nan) banana/banana_1 (nan) ,1.0,0.0,2.0,0.0,0.333333333333,0.333333333333,1.0,0.5
squar,cube/cube_1 (nan)      banana/banana_1 (nan)      banana/banana_1 (nan)      ,cube/cube_1 (nan) ,cube/cube_1 (nan) banana/banana_1 (nan) ,1.0,1.0,1.0,0.0,0.666666666667,0.5,1.0,0.666666666667
squar,banana/banana_1 (nan)      banana/banana_1 (nan)      cube/cube_1 (nan)      banana/banana_1 (nan)      ,cube/cube_1 (nan) ,banana/banana_1 (nan) banana/banana_1 (nan) cube/cube_1 (nan) ,1.0,1.0,2.0,0.0,0.5,0.333333333333,1.0,0.5
squar,cube/cube_1 (nan)      banana/banana_1 (nan)      cube/cube_1 (nan)      ,cube/cube_1 (nan) cube/cube_1 (nan) cube/cube_1 (nan) ,cube/cube_1 (nan) banana/banana_1 (nan) cube/cube_1 (nan) ,2.0,-1.0,1.0,1.0,0.333333333333,0.666666666667,0.666666666667,0.666666666667
Total - squar,,,,,,,,0.5683333333333332,0.5583333333333333,0.9333333333333332,0.6690476190476191
 ,,,,,,,,,,,
corn,banana/banana_1 (nan)      banana/banana_1 (nan)      corn/corn_3 (nan)      corn/corn_3 (nan)      ,corn/corn_3 (nan) corn/corn_3 (nan) ,banana/banana_1 (nan) corn/corn_3 (nan) corn/corn_3 (nan) ,2.0,1.0,1.0,0.0,0.75,0.666666666667,1.0,0.8
corn,banana/banana_1 (nan)      banana/banana_1 (nan)      corn/corn_3 (nan)      corn/corn_3 (nan)      corn/corn_3 (nan)      ,corn/corn_3 (nan) corn/corn_3 (nan) corn/corn_3 (nan) ,corn/corn_3 (nan) corn/corn_3 (nan) corn/corn_3 (nan) ,3.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
corn,corn/corn_3 (nan)      banana/banana_1 (nan)      ,corn/corn_3 (nan) ,corn/corn_3 (nan) ,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
corn,banana/banana_1 (nan)      banana/banana_1 (nan)      corn/corn_3 (nan)      banana/banana_1 (nan)      ,corn/corn_3 (nan) ,banana/banana_1 (nan) corn/corn_3 (nan) ,1.0,2.0,1.0,0.0,0.75,0.5,1.0,0.666666666667
corn,banana/banana_1 (nan)      banana/banana_1 (nan)      corn/corn_3 (nan)      ,corn/corn_3 (nan) ,banana/banana_1 (nan) corn/corn_3 (nan) ,1.0,1.0,1.0,0.0,0.666666666667,0.5,1.0,0.666666666667
