Classifier,Test Object Images,Ground Truth,Selected by Classifier,True Positive,True Negative,False Positive,False Negative,Accuracy,Precision,Recall,F1-Score
 ,,,,,,,,,,,
wedge,banana/banana_4 (nan)      triangle/triangle_1 (nan)      cucumber/cucumber_4 (nan)      triangle/triangle_1 (nan)      lime/lime_2 (nan)      triangle/triangle_1 (nan)      ,triangle/triangle_1 (nan) triangle/triangle_1 (nan) triangle/triangle_1 (nan) ,cucumber/cucumber_4 (nan) triangle/triangle_1 (nan) lime/lime_2 (nan) ,1.0,1.0,2.0,2.0,0.333333333333,0.333333333333,0.333333333333,0.333333333333
wedge,cucumber/cucumber_4 (nan)      triangle/triangle_1 (nan)      banana/banana_4 (nan)      lime/lime_2 (nan)      banana/banana_4 (nan)      ,triangle/triangle_1 (nan) ,cucumber/cucumber_4 (nan) triangle/triangle_1 (nan) lime/lime_2 (nan) ,1.0,2.0,2.0,0.0,0.6,0.333333333333,1.0,0.5
wedge,banana/banana_4 (nan)      triangle/triangle_1 (nan)      triangle/triangle_1 (nan)      lime/lime_2 (nan)      ,triangle/triangle_1 (nan) triangle/triangle_1 (nan) ,lime/lime_2 (nan) triangle/triangle_1 (nan) triangle/triangle_1 (nan) ,2.0,1.0,1.0,0.0,0.75,0.666666666667,1.0,0.8
wedge,lime/lime_2 (nan)      banana/banana_4 (nan)      triangle/triangle_1 (nan)      ,triangle/triangle_1 (nan) triangle/triangle_1 (nan) ,lime/lime_2 (nan) banana/banana_4 (nan) triangle/triangle_1 (nan) ,1.0,-1.0,2.0,1.0,0.0,0.333333333333,0.5,0.4
wedge,triangle/triangle_1 (nan)      triangle/triangle_1 (nan)      lime/lime_2 (nan)      banana/banana_4 (nan)      ,triangle/triangle_1 (nan) triangle/triangle_1 (nan) ,triangle/triangle_1 (nan) lime/lime_2 (nan) ,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5
wedge,lime/lime_2 (nan)      triangle/triangle_1 (nan)      banana/banana_4 (nan)      ,triangle/triangle_1 (nan) triangle/triangle_1 (nan) ,lime/lime_2 (nan) triangle/triangle_1 (nan) ,1.0,0.0,1.0,1.0,0.333333333333,0.5,0.5,0.5
wedge,triangle/triangle_1 (nan)      banana/banana_4 (nan)      cucumber/cucumber_4 (nan)      lime/lime_2 (nan)      ,triangle/triangle_1 (nan) ,lime/lime_2 (nan) banana/banana_4 (nan) cucumber/cucumber_4 (nan) ,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0
wedge,triangle/triangle_1 (nan)      triangle/triangle_1 (nan)      banana/banana_4 (nan)      lime/lime_2 (nan)      ,triangle/triangle_1 (nan) triangle/triangle_1 (nan) triangle/triangle_1 (nan) ,triangle/triangle_1 (nan) banana/banana_4 (nan) lime/lime_2 (nan) ,1.0,-1.0,2.0,2.0,0.0,0.333333333333,0.333333333333,0.333333333333
wedge,triangle/triangle_1 (nan)      triangle/triangle_1 (nan)      triangle/triangle_1 (nan)      banana/banana_4 (nan)      ,triangle/triangle_1 (nan) triangle/triangle_1 (nan) triangle/triangle_1 (nan) ,triangle/triangle_1 (nan) triangle/triangle_1 (nan) ,2.0,1.0,0.0,1.0,0.75,1.0,0.666666666667,0.8
wedge,triangle/triangle_1 (nan)      cucumber/cucumber_4 (nan)      triangle/triangle_1 (nan)      lime/lime_2 (nan)      banana/banana_4 (nan)      ,triangle/triangle_1 (nan) triangle/triangle_1 (nan) ,cucumber/cucumber_4 (nan) triangle/triangle_1 (nan) lime/lime_2 (nan) ,1.0,1.0,2.0,1.0,0.4,0.333333333333,0.5,0.4
Total - wedge,,,,,,,,0.36666666666666664,0.4333333333333333,0.5333333333333333,0.45666666666666667
 ,,,,,,,,,,,
cylinder,cabbage/cabbage_3 (nan)      semicylinder/semicylinder_2 (nan)      cylinder/cylinder_4 (nan)      eggplant/eggplant_2 (nan)      ,cylinder/cylinder_4 (nan) semicylinder/semicylinder_2 (nan) ,semicylinder/semicylinder_2 (nan) cylinder/cylinder_4 (nan) ,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
cylinder,eggplant/eggplant_2 (nan)      orange/orange_3 (nan)      cylinder/cylinder_4 (nan)      corn/corn_3 (nan)      cabbage/cabbage_3 (nan)      ,cylinder/cylinder_4 (nan) ,cylinder/cylinder_4 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
