Classifier,Test Object Images,Ground Truth,Selected by Classifier,True Positive,True Negative,False Positive,False Negative,Accuracy,Precision,Recall,F1-Score
 ,,,,,,,,,,,
wedge,carrot/carrot_4 (nan)      triangle/triangle_3 (nan)      eggplant/eggplant_3 (nan)      semicylinder/semicylinder_3 ( )      ,triangle/triangle_3 (nan) semicylinder/semicylinder_3 ( ) triangle/triangle_3 (nan) ,triangle/triangle_3 (nan) semicylinder/semicylinder_3 ( ) ,2.0,1.0,0.0,1.0,0.75,1.0,0.666666666667,0.8
wedge,triangle/triangle_3 (nan)      cucumber/cucumber_3 (nan)      eggplant/eggplant_3 (nan)      carrot/carrot_4 (nan)      ,triangle/triangle_3 (nan) ,triangle/triangle_3 (nan) cucumber/cucumber_3 (nan) ,1.0,2.0,1.0,0.0,0.75,0.5,1.0,0.666666666667
wedge,eggplant/eggplant_3 (nan)      triangle/triangle_3 (nan)      carrot/carrot_4 (nan)      semicylinder/semicylinder_3 ( )      triangle/triangle_3 (nan)      ,triangle/triangle_3 (nan) semicylinder/semicylinder_3 ( ) triangle/triangle_3 (nan) ,triangle/triangle_3 (nan) semicylinder/semicylinder_3 ( ) triangle/triangle_3 (nan) ,3.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
wedge,carrot/carrot_4 (nan)      eggplant/eggplant_3 (nan)      cucumber/cucumber_3 (nan)      triangle/triangle_3 (nan)      ,triangle/triangle_3 (nan) ,triangle/triangle_3 (nan) cucumber/cucumber_3 (nan) ,1.0,2.0,1.0,0.0,0.75,0.5,1.0,0.666666666667
wedge,triangle/triangle_3 (nan)      eggplant/eggplant_3 (nan)      carrot/carrot_4 (nan)      semicylinder/semicylinder_3 ( )      ,triangle/triangle_3 (nan) semicylinder/semicylinder_3 ( ) ,triangle/triangle_3 (nan) semicylinder/semicylinder_3 ( ) eggplant/eggplant_3 (nan) ,2.0,1.0,1.0,0.0,0.75,0.666666666667,1.0,0.8
wedge,carrot/carrot_4 (nan)      semicylinder/semicylinder_3 ( )      cucumber/cucumber_3 (nan)      eggplant/eggplant_3 (nan)      triangle/triangle_3 (nan)      triangle/triangle_3 (nan)      ,triangle/triangle_3 (nan) semicylinder/semicylinder_3 ( ) triangle/triangle_3 (nan) ,semicylinder/semicylinder_3 ( ) triangle/triangle_3 (nan) triangle/triangle_3 (nan) ,3.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
wedge,semicylinder/semicylinder_3 ( )      cucumber/cucumber_3 (nan)      triangle/triangle_3 (nan)      carrot/carrot_4 (nan)      eggplant/eggplant_3 (nan)      ,triangle/triangle_3 (nan) semicylinder/semicylinder_3 ( ) triangle/triangle_3 (nan) ,semicylinder/semicylinder_3 ( ) triangle/triangle_3 (nan) cucumber/cucumber_3 (nan) ,2.0,1.0,1.0,1.0,0.6,0.666666666667,0.666666666667,0.666666666667
wedge,semicylinder/semicylinder_3 ( )      triangle/triangle_3 (nan)      carrot/carrot_4 (nan)      triangle/triangle_3 (nan)      cucumber/cucumber_3 (nan)      eggplant/eggplant_3 (nan)      ,triangle/triangle_3 (nan) semicylinder/semicylinder_3 ( ) triangle/triangle_3 (nan) ,triangle/triangle_3 (nan) semicylinder/semicylinder_3 ( ) triangle/triangle_3 (nan) ,3.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
wedge,semicylinder/semicylinder_3 ( )      triangle/triangle_3 (nan)      cucumber/cucumber_3 (nan)      cabbage/cabbage_1 (nan)      carrot/carrot_4 (nan)      eggplant/eggplant_3 (nan)      ,triangle/triangle_3 (nan) semicylinder/semicylinder_3 ( ) ,semicylinder/semicylinder_3 ( ) triangle/triangle_3 (nan) ,2.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
wedge,eggplant/eggplant_3 (nan)      triangle/triangle_3 (nan)      carrot/carrot_4 (nan)      cucumber/cucumber_3 (nan)      ,triangle/triangle_3 (nan) ,triangle/triangle_3 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
Total - wedge,,,,,,,,0.86,0.8333333333333333,0.9333333333333332,0.86
 ,,,,,,,,,,,
cylinder,eggplant/eggplant_3 (nan)      carrot/carrot_4 (nan)      cabbage/cabbage_1 (nan)      cylinder/cylinder_4 (nan)      plum/plum_3 (plum)      ,cylinder/cylinder_4 (nan) ,plum/plum_3 (plum) cylinder/cylinder_4 (nan) ,1.0,3.0,1.0,0.0,0.8,0.5,1.0,0.666666666667
cylinder,semicylinder/semicylinder_3 ( )      cylinder/cylinder_4 (nan)      eggplant/eggplant_3 (nan)      ,cylinder/cylinder_4 (nan) semicylinder/semicylinder_3 ( ) cylinder/cylinder_4 (nan) ,semicylinder/semicylinder_3 ( ) cylinder/cylinder_4 (nan) ,2.0,0.0,0.0,1.0,0.666666666667,1.0,0.666666666667,0.8
cylinder,carrot/carrot_4 (nan)      eggplant/eggplant_3 (nan)      cabbage/cabbage_1 (nan)      cylinder/cylinder_4 (nan)      plum/plum_3 (plum)      ,cylinder/cylinder_4 (nan) ,eggplant/eggplant_3 (nan) cylinder/cylinder_4 (nan) plum/plum_3 (plum) ,1.0,2.0,2.0,0.0,0.6,0.333333333333,1.0,0.5
